ecg,gsr,temp,hr,spo2,timest
1.7595,0.2493,37.6800,39,98,44271
1.8377,0.3030,37.3700,39,98,44274
1.8671,0.2639,37.6800,39,98,44277
1.9306,0.2590,37.6800,39,98,44281
2.0332,0.2639,37.6500,39,98,44284
2.1065,0.2590,37.6800,39,98,44288
2.2190,0.2737,37.2800,39,98,44291
2.1896,0.2639,37.5900,39,98,44295
2.1261,0.2590,37.6800,39,98,44298
2.0332,0.2493,37.6800,39,98,44301
1.8768,0.2590,37.7100,39,98,44304
1.7742,0.2688,37.4000,39,98,44307
1.6080,0.2590,37.6500,39,98,44311
1.5249,0.2493,37.6800,39,98,44314
1.4858,0.2590,37.6200,39,98,44317
1.4712,0.2639,37.6500,39,98,44320
1.5249,0.2688,37.3400,39,98,44324
1.5005,0.2688,37.5600,39,98,44327
1.4663,0.2590,37.7100,39,98,44331
1.4272,0.2688,37.6200,39,98,44334
1.3832,0.2590,37.6800,39,98,44338
1.3343,0.2933,37.3700,39,98,44341
1.2805,0.2639,37.5900,39,98,44344
1.2561,0.2688,37.5600,39,98,44347
1.2854,0.2688,37.6800,39,98,44351
1.3099,0.2590,37.6800,39,98,44354
1.4076,0.2737,37.4600,39,98,44357
1.4614,0.2444,37.6800,39,98,44360
1.5591,0.2590,37.5600,39,98,44364
1.6667,0.2688,37.5600,39,98,44367
1.7351,0.2590,37.7400,39,98,44370
1.8524,0.2688,37.4300,39,98,44374
1.9013,0.2688,37.5600,39,98,44378
1.9306,0.2590,37.6800,39,98,44381
1.9844,0.2639,37.6200,39,98,44384
1.9795,0.2688,37.7400,39,98,44387
2.0283,0.2639,36.5800,39,98,44391
1.9990,0.2639,37.6500,39,98,44394
1.9990,0.2590,37.6800,39,98,44397
2.0186,0.2737,37.5900,39,98,44400
1.9941,0.2590,37.7400,39,98,44404
2.0283,0.2639,37.4000,39,98,44407
1.9795,0.2590,37.6800,39,98,44410
1.9746,0.2639,37.6800,39,98,44413
1.9892,0.2639,37.5600,39,98,44418
1.9697,0.2590,37.6800,39,98,44421
2.0039,0.2639,37.4600,39,98,44424
1.9844,0.2590,37.5600,39,98,44427
2.0039,0.2493,37.7100,39,98,44430
1.9941,0.2688,37.5600,39,98,44434
1.9697,0.2688,37.6500,39,98,44437
1.9941,0.2639,36.9800,39,98,44440
1.9648,0.2590,37.5600,39,98,44443
1.9501,0.2590,37.7700,39,98,44447
1.9648,0.2639,37.5300,39,98,44450
1.9355,0.2493,37.6800,39,98,44453
1.9648,0.2933,37.5300,39,98,44456
1.9306,0.2639,37.6500,39,98,44461
1.9355,0.2590,37.8700,39,98,44464
1.9599,0.2688,37.6200,39,98,44467
1.9257,0.2590,37.7400,39,98,44470
1.9648,0.2639,37.4600,39,98,44474
1.9453,0.2590,37.6200,39,98,44477
1.9062,0.2688,37.6500,39,98,44480
1.9208,0.2981,37.5300,39,98,44483
1.8964,0.2590,37.8000,39,98,44487
1.9062,0.2639,37.4900,39,98,44490
1.8817,0.2493,37.6200,39,98,44493
1.8866,0.2590,37.7100,39,98,44496
1.8866,0.2688,37.5600,39,98,44500
1.8719,0.2688,37.8300,39,98,44504
1.9013,0.2590,37.5900,39,98,44507
1.8671,0.2590,37.6800,39,98,44510
1.8768,0.2493,37.6500,39,98,44514
1.8915,0.2639,37.5600,39,98,44517
1.8719,0.2639,37.6500,39,98,44520
1.9013,0.2639,37.5300,39,98,44523
1.8719,0.2590,37.6500,39,98,44527
1.8671,0.2590,37.7100,39,98,44530
1.8866,0.2639,37.5600,39,98,44533
1.8671,0.2639,37.7100,39,98,44536
1.8866,0.2542,37.5300,39,98,44540
1.8573,0.2542,37.6500,39,98,44544
1.8524,0.2688,37.7100,39,98,44547
1.8622,0.2639,37.5600,39,98,44550
1.8524,0.2590,37.5300,39,98,44554
1.8817,0.2639,37.5900,39,98,44557
1.8622,0.2590,37.7400,39,98,44560
1.8768,0.2590,37.6800,39,98,44563
1.9110,0.2737,37.5300,39,98,44567
1.8866,0.2590,37.7100,39,98,44570
1.9306,0.2639,37.5600,39,98,44573
1.9062,0.2542,37.5300,39,98,44576
1.9208,0.2590,37.6800,39,98,44580
1.9697,0.2639,37.5600,39,98,44583
1.9795,0.2639,37.6800,39,98,44587
1.9892,0.2639,37.5300,39,98,44590
1.9697,0.2590,37.6800,39,98,44594
1.9795,0.2590,36.7900,39,98,44597
2.0039,0.2590,37.5900,39,98,44600
1.9990,0.2542,37.6500,39,98,44603
2.0186,0.2786,37.5300,39,98,44606
1.9844,0.2786,37.6500,39,98,44610
1.9795,0.2590,37.6800,39,98,44613
2.0039,0.2688,37.4600,39,98,44616
1.9746,0.2493,37.6800,39,98,44619
1.9795,0.2639,37.5300,39,98,44623
1.9453,0.2737,37.7400,39,98,44626
1.9404,0.2590,37.5900,39,98,44630
1.9599,0.2688,37.5300,39,98,44633
1.9404,0.2493,37.6500,39,98,44637
1.9453,0.2688,37.5300,39,98,44640
1.9110,0.2688,37.6200,39,98,44643
1.9013,0.2590,37.5900,39,98,44646
1.9110,0.2688,37.6500,39,98,44650
1.8866,0.2639,37.6800,39,98,44653
1.9013,0.3128,37.5300,39,98,44656
1.8817,0.2590,37.6800,39,98,44659
1.8719,0.2688,37.6800,39,98,44663
1.8964,0.2688,37.4900,39,98,44666
1.8719,0.2688,37.5900,39,98,44672
1.8573,0.2590,37.6800,39,98,44675
1.8768,0.2590,37.4600,39,98,44678
1.8475,0.2542,37.6500,39,98,44681
1.8377,0.2542,37.6800,39,98,44685
1.8524,0.2639,37.4300,39,98,44688
