ecg,gsr,temp,hr,spo2,timest
1.8426,0.1075,40.0600,74,98,342828
1.8768,0.1075,40.0000,74,98,342831
1.8475,0.0929,40.1000,74,98,342835
1.8475,0.1026,40.0300,74,98,342838
1.8671,0.0978,40.0000,74,98,342841
1.8426,0.1026,40.1300,74,98,342845
1.8671,0.1026,39.9300,74,98,342848
1.8231,0.0733,40.1300,74,98,342851
1.8280,0.0978,40.2000,74,98,342855
1.8328,0.1075,40.0300,74,98,342858
1.8084,0.1026,40.1000,74,98,342861
1.8475,0.1075,39.8900,74,98,342864
1.8280,0.1124,40.0000,74,98,342868
1.8084,0.0978,40.1600,74,98,342872
1.8084,0.1124,40.1000,74,98,342875
1.8035,0.0929,40.1000,74,98,342879
1.8573,0.1124,39.9600,74,98,342882
1.8182,0.1026,40.0300,74,98,342885
1.8084,0.0978,40.2300,74,98,342889
1.8133,0.1026,40.1000,74,98,342892
1.8280,0.0929,40.1000,74,98,342895
1.8573,0.1124,40.0600,74,98,342898
1.8231,0.1026,40.0300,74,98,342902
1.8231,0.0733,40.0300,74,98,342905
1.8084,0.1026,40.0600,74,98,342908
1.8084,0.1075,40.1000,74,98,342913
1.8426,0.1075,40.1000,74,98,342916
1.8280,0.1026,40.0600,74,98,342919
1.8719,0.1075,39.9600,74,98,342923
1.8866,0.1026,39.2200,74,98,342926
1.9550,0.1075,40.1000,74,98,342929
2.0821,0.1124,40.0000,74,98,342933
2.1408,0.1026,40.0600,74,98,342936
2.2630,0.1075,40.0000,74,98,342939
2.3412,0.0929,40.0300,74,98,342942
2.4585,0.1026,40.1300,74,98,342946
2.6149,0.1075,40.0300,74,98,342949
2.6979,0.1026,40.1000,74,98,342952
2.7224,0.1026,39.9300,74,98,342957
2.5122,0.1026,40.0600,74,98,342960
2.2532,0.1026,40.1000,74,98,342963
2.0088,0.1124,40.1600,74,98,342967
1.7742,0.1075,40.1000,74,98,342970
1.7009,0.1026,39.8600,74,98,342973
1.6373,0.0978,40.0600,74,98,342976
1.6569,0.1026,40.0600,74,98,342980
1.7009,0.1075,40.0600,74,98,342983
1.7204,0.1026,40.1000,74,98,342986
1.7840,0.1124,39.8300,74,98,342990
1.7595,0.1026,40.0300,74,98,342993
1.7546,0.0978,40.1000,74,98,342996
1.7546,0.1075,40.1000,74,98,343000
1.7498,0.1124,40.0600,74,98,343004
1.8084,0.1124,39.9300,74,98,343007
1.7644,0.1417,40.0600,74,98,343010
1.7693,0.1026,40.0300,74,98,343014
1.7644,0.1075,40.1300,74,98,343017
1.7693,0.1026,40.0600,74,98,343020
1.8035,0.1124,39.9600,74,98,343024
1.7840,0.1075,40.0600,74,98,343027
1.7889,0.1026,40.0000,74,98,343030
1.7937,0.1026,40.1000,74,98,343033
1.7791,0.1026,40.1300,74,98,343037
1.7986,0.1417,40.0600,74,98,343041
1.7889,0.1075,40.1000,74,98,343044
1.8035,0.1075,39.9600,74,98,343048
1.7791,0.1466,40.2300,74,98,343051
1.7840,0.1026,40.1000,74,98,343054
1.8133,0.1124,40.0000,74,98,343058
1.7937,0.1026,40.1000,74,98,343061
1.8182,0.1026,39.9300,74,98,343064
1.8035,0.1026,40.0300,74,98,343068
1.8426,0.1075,40.1000,74,98,343071
1.8280,0.1075,39.8900,74,98,343074
1.8231,0.1026,40.1000,74,98,343077
1.8671,0.1075,39.8900,74,98,343081
1.8377,0.1075,40.3000,74,98,343085
1.8377,0.1075,40.1300,74,98,343088
1.8622,0.1124,40.0300,74,98,343092
1.8475,0.0978,40.1000,74,98,343095
1.9110,0.1124,39.8600,74,98,343098
1.8671,0.1124,40.0000,74,98,343102
1.8671,0.1026,40.0600,74,98,343105
1.8768,0.1075,40.1300,74,98,343108
1.8768,0.1075,40.1000,74,98,343112
1.9453,0.1124,39.9600,74,98,343115
1.9110,0.1124,40.0300,74,98,343118
1.9110,0.1026,40.0300,74,98,343121
1.9159,0.1075,40.0600,74,98,343126
1.9208,0.1075,40.1300,74,98,343129
1.9648,0.1124,39.9300,74,98,343132
1.9355,0.1124,40.1000,74,98,343136
1.9844,0.1075,39.9600,74,98,343139
1.9501,0.1075,40.1000,74,98,343142
1.9550,0.1075,40.0600,74,98,343146
1.9990,0.1173,40.0000,74,98,343149
1.9697,0.0733,40.0600,74,98,343152
2.0039,0.1124,40.1000,74,98,343155
1.9795,0.1075,40.0600,74,98,343159
1.9892,0.0929,40.1000,74,98,343162
2.0088,0.1075,40.0000,74,98,343165
1.9990,0.1075,40.1000,74,98,343170
2.0332,0.1075,39.9300,74,98,343173
1.9941,0.1075,40.1000,74,98,343176
2.0039,0.1026,40.2000,74,98,343180
2.0235,0.1124,40.3300,74,98,343183
1.9941,0.1075,40.1300,74,98,343186
2.0332,0.1075,39.9300,74,98,343189
2.0039,0.1222,40.0000,74,98,343193
1.9892,0.1075,40.1000,74,98,343196
1.9990,0.1075,40.3000,74,98,343199
1.9795,0.1466,40.1000,74,98,343203
2.0235,0.1124,39.8600,74,98,343206
1.9697,0.1075,40.3000,74,98,343209
1.9550,0.1075,40.1000,74,98,343214
1.9746,0.0929,40.1000,74,98,343217
1.9208,0.1075,40.1000,74,98,343220
1.9550,0.1173,39.8300,74,98,343223
1.9013,0.1075,40.0000,74,98,343227
1.8671,0.1026,40.0600,74,98,343230
1.8866,0.1075,40.1000,74,98,343233
1.8231,0.1075,40.2300,74,98,343237
1.8475,0.1271,39.9600,74,98,343240
1.7986,0.1124,40.0600,74,98,343243
1.7840,0.1075,39.9600,74,98,343247
1.7498,0.1173,40.1300,74,98,343250
1.7400,0.1075,40.0000,74,98,343254
1.7595,0.1222,39.9300,74,98,343257
1.7204,0.1075,40.1000,74,98,343261
1.7302,0.1124,39.9300,74,98,343264
1.7009,0.0929,40.1300,74,98,343267
1.6960,0.1075,40.1000,74,98,343271
1.7155,0.1124,40.0300,74,98,343274
1.6862,0.1075,40.1000,74,98,343277
1.7204,0.1075,40.0300,74,98,343281
1.6911,0.1173,40.0600,74,98,343284
1.6960,0.1075,40.1000,74,98,343287
1.7204,0.1124,39.9600,74,98,343291
1.7009,0.1075,40.1000,74,98,343294
1.7498,0.1075,39.9300,74,98,343298
1.7107,0.1075,40.1300,74,98,343301
1.7155,0.1026,40.1300,74,98,343305
1.7351,0.1124,40.1000,74,98,343308
1.7155,0.1173,40.1000,74,98,343311
1.7644,0.1124,39.9600,74,98,343315
1.7351,0.1222,40.0300,74,98,343318
1.7253,0.1075,40.1300,74,98,343321
1.7302,0.1075,40.1000,74,98,343325
1.7302,0.0929,40.1000,74,98,343328
1.7840,0.1271,39.9300,74,98,343331
1.7546,0.1075,40.0300,74,98,343335
1.7498,0.0929,40.0300,74,98,343339
1.7644,0.1124,40.3300,74,98,343342
1.7644,0.1026,40.1300,74,98,343345
1.8035,0.1173,40.0000,74,98,343349
1.7840,0.1124,40.0000,74,98,343352
1.7889,0.1026,40.0300,74,98,343355
1.7791,0.1124,40.1300,74,98,343359
1.7986,0.1075,40.1000,74,98,343362
1.8084,0.1026,40.1300,74,98,343366
1.8182,0.1173,40.0300,74,98,343369
1.8035,0.1320,40.1600,74,98,343372
1.8426,0.1124,39.9300,74,98,343376
1.8133,0.1124,40.0300,74,98,343379
1.8133,0.1026,40.1000,74,98,343383
1.8133,0.1124,40.0600,74,98,343387
1.8035,0.1173,40.1300,74,98,343390
1.8573,0.1173,39.8600,74,98,343393
1.8231,0.1124,40.0600,74,98,343396
1.8182,0.1173,40.1300,74,98,343400
1.8280,0.1124,40.0600,74,98,343403
1.8084,0.1075,40.1300,74,98,343406
1.8671,0.1271,39.9300,74,98,343410
1.8573,0.1173,40.0300,74,98,343413
1.8182,0.1075,40.3000,74,98,343416
1.8133,0.1124,40.1000,74,98,343420
1.8084,0.1075,40.2000,74,98,343424
1.8426,0.1515,39.9600,74,98,343427
1.8133,0.1124,40.0600,74,98,343431
1.8280,0.1124,39.9300,74,98,343434
1.8035,0.1124,40.1000,74,98,343437
1.8084,0.1075,40.1000,74,98,343440
1.8426,0.1173,39.9600,74,98,343444
1.8035,0.1124,40.1000,74,98,343447
1.8280,0.1320,40.0000,74,98,343450
1.8084,0.0929,40.1000,74,98,343454
1.7986,0.1124,40.1000,74,98,343457
1.8133,0.1075,40.0300,74,98,343460
1.7986,0.1124,40.1000,74,98,343464
1.8280,0.1124,39.9600,74,98,343468
1.8035,0.1173,40.0600,74,98,343471
1.8035,0.1124,40.1300,74,98,343475
1.8231,0.1222,40.0000,74,98,343478
1.7986,0.0929,40.1000,74,98,343481
1.8377,0.1173,39.9600,74,98,343484
1.8328,0.1026,40.0600,74,98,343488
1.7986,0.1124,40.1300,74,98,343491
1.8084,0.1515,40.0600,74,98,343494
1.7889,0.1173,40.1000,74,98,343498
1.8426,0.1173,39.8300,74,98,343501
1.8133,0.1320,40.0000,74,98,343504
1.8035,0.1075,40.0600,74,98,343508
1.8035,0.1124,40.1600,74,98,343512
1.7986,0.1075,40.1300,74,98,343515
1.8524,0.1271,39.9300,74,98,343518
1.8084,0.1173,40.0600,74,98,343522
1.8084,0.0929,40.0300,74,98,343525
1.8084,0.1124,40.1000,74,98,343528
1.8035,0.1124,40.3000,74,98,343532
1.8377,0.1271,40.0000,74,98,343535
1.8231,0.1124,40.0600,74,98,343538
1.8280,0.1124,40.0300,74,98,343542
1.8133,0.1124,40.1000,74,98,343545
1.8133,0.1124,40.2000,74,98,343548
1.8573,0.1173,40.0300,74,98,343553
1.8231,0.1124,40.0300,74,98,343556
1.8426,0.1173,40.0300,74,98,343559
1.8133,0.1124,40.2000,74,98,343562
1.8182,0.1124,40.1300,74,98,343566
1.8426,0.1222,40.0300,74,98,343569
1.8084,0.1173,40.1000,74,98,343572
1.8377,0.1124,39.9300,74,98,343576
1.8133,0.1124,40.0000,74,98,343579
1.8133,0.1173,40.1300,74,98,343582
1.8231,0.1173,40.0300,74,98,343586
1.8231,0.1124,40.1000,74,98,343589
1.8768,0.1173,39.8000,74,98,343592
1.8524,0.1124,40.0600,74,98,343597
1.8524,0.1124,40.1300,74,98,343600
1.8622,0.1173,40.0600,74,98,343603
1.8524,0.1124,40.2000,74,98,343606
1.9062,0.1320,39.8600,74,98,343610
1.8719,0.1124,40.0300,74,98,343613
1.8622,0.1075,40.2300,74,98,343616
1.8866,0.1173,40.1000,74,98,343620
1.8622,0.1124,40.3300,74,98,343623
1.9013,0.1271,40.0000,74,98,343626
1.8671,0.1173,40.0300,74,98,343630
1.8622,0.1124,40.0300,74,98,343633
1.8426,0.1173,40.1600,74,98,343636
1.8426,0.1124,40.1600,74,98,343641
1.8817,0.1222,39.9300,74,98,343644
1.8817,0.1222,40.1000,74,98,343647
1.8817,0.1222,40.0000,74,98,343651
1.8475,0.1124,40.1000,74,98,343654
1.8426,0.1222,40.1000,74,98,343657
1.8573,0.1173,40.0300,74,98,343660
1.8328,0.1466,40.1000,74,98,343664
1.8475,0.1173,39.9300,74,98,343667
1.8133,0.1124,40.1000,74,98,343670
1.8084,0.1124,40.1000,74,98,343674
1.8231,0.1222,40.0000,74,98,343677
1.8182,0.1222,40.1000,74,98,343681
1.8426,0.1173,40.0000,74,98,343685
1.8084,0.1173,40.0600,74,98,343688
