ecg,gsr,temp,hr,spo2,timest
1.7693,0.3812,39.3200,83,95,320197
1.8035,0.4008,39.1900,83,95,320200
1.7889,0.3763,39.3200,83,95,320203
1.7644,0.3812,39.2800,83,95,320207
1.7595,0.3666,39.2500,83,95,320210
1.7644,0.3812,39.4100,83,95,320214
1.7986,0.3763,39.1600,83,95,320218
1.7937,0.3812,39.3200,83,95,320221
1.8231,0.3763,39.3500,83,95,320224
1.8035,0.3861,39.2500,83,95,320228
1.7889,0.3666,39.3500,83,95,320231
1.8280,0.3910,39.1600,83,95,320234
1.8231,0.3861,39.2200,83,95,320238
1.8280,0.3763,39.3500,83,95,320241
1.8328,0.3763,39.2800,83,95,320244
1.8084,0.3666,39.3200,83,95,320247
1.8573,0.3959,39.0600,83,95,320251
1.8280,0.3910,39.2200,83,95,320254
1.8231,0.3763,39.2800,83,95,320258
1.8426,0.3812,39.2800,83,95,320262
1.8377,0.3763,39.3200,83,95,320265
1.8866,0.3959,39.2500,83,95,320268
1.8573,0.3861,39.3200,83,95,320272
1.8768,0.3812,39.2500,83,95,320275
1.8671,0.3666,39.3200,83,95,320278
1.8622,0.3812,39.3500,83,95,320282
1.8573,0.3861,39.2800,83,95,320285
1.8182,0.3812,39.3500,83,95,320288
1.8475,0.3910,39.1900,83,95,320292
1.8280,0.3666,39.3200,83,95,320295
1.8426,0.3666,39.3200,83,95,320299
1.8719,0.3861,39.2200,83,95,320303
1.8377,0.3812,39.3500,83,95,320306
1.8573,0.3861,39.1600,83,95,320309
1.8573,0.3861,39.2500,83,95,320312
1.8768,0.3763,39.3500,83,95,320316
1.9159,0.3910,39.2200,83,95,320319
1.8817,0.3763,39.2500,83,95,320322
1.8866,0.3959,39.0900,83,95,320326
1.8182,0.3812,39.2200,83,95,320329
1.7889,0.3763,39.3500,83,95,320332
1.7937,0.3812,39.3200,83,95,320336
1.7742,0.3763,39.3800,83,95,320339
1.7986,0.4008,39.0900,83,95,320343
1.7449,0.3861,38.9600,83,95,320347
1.7155,0.3861,39.2800,83,95,320350
1.7204,0.3812,39.3500,83,95,320353
1.7204,0.3812,39.3200,83,95,320357
1.7546,0.3959,39.2200,83,95,320360
