ecg,gsr,temp,hr,spo2,timest
1.8573,0.2297,38.3600,75,97,3
1.8622,0.2248,38.4600,75,97,6
1.8622,0.2199,38.5200,75,97,8
1.8475,0.2346,38.4300,75,97,11
1.8231,0.2248,38.4900,75,97,14
1.8524,0.2248,38.3600,75,97,17
1.8328,0.2199,38.5500,75,97,20
1.8328,0.2248,38.5200,75,97,23
1.8719,0.2346,38.2400,75,97,26
1.8231,0.2248,38.5200,75,97,29
1.8280,0.2248,38.5200,75,97,32
1.8573,0.2346,38.3600,75,97,35
1.8328,0.2248,38.4600,75,97,38
1.8231,0.1906,38.4900,75,97,41
1.8328,0.2346,38.5500,75,97,45
1.8280,0.2248,38.5200,75,97,48
1.8524,0.2248,38.4600,75,97,51
1.8231,0.2346,38.4900,75,97,54
1.8328,0.2248,38.5200,75,97,57
1.8964,0.2248,38.2100,75,97,60
1.8524,0.2297,38.4300,75,97,63
1.8475,0.2199,38.5200,75,97,66
1.8524,0.2346,38.4600,75,97,69
1.8426,0.2297,38.4600,75,97,72
1.8328,0.2151,38.4600,75,97,75
1.8377,0.2297,38.4900,75,97,78
1.8280,0.2248,38.5200,75,97,81
1.8866,0.2199,38.3600,75,97,84
1.8280,0.2248,38.5200,75,97,88
1.8328,0.2248,38.5200,75,97,91
1.8915,0.2395,38.2700,75,97,94
1.8622,0.2297,38.4300,75,97,97
1.8573,0.2199,38.5200,75,97,100
1.8915,0.2297,38.3300,75,97,103
1.8915,0.2542,38.4900,75,97,106
1.9501,0.2248,38.4000,75,97,109
1.8964,0.2248,38.4900,75,97,112
1.8719,0.2248,38.5200,75,97,115
1.8964,0.2248,38.2400,75,97,118
1.8524,0.2297,38.4000,75,97,121
1.8377,0.2199,38.5200,75,97,124
1.8426,0.2297,38.3600,75,97,128
1.8182,0.2248,38.4600,75,97,131
1.8377,0.2199,38.4000,75,97,134
1.8280,0.2297,38.4900,75,97,137
1.8231,0.2199,38.4900,75,97,140
1.8719,0.2542,38.2400,75,97,143
1.8719,0.2102,38.4300,75,97,146
1.8426,0.2199,38.5200,75,97,149
1.8671,0.2297,38.4600,75,97,152
1.8475,0.2199,38.4600,75,97,155
1.8475,0.1906,38.4300,75,97,158
1.8622,0.2297,38.4900,75,97,161
1.8475,0.2248,38.4900,75,97,164
1.8768,0.2248,38.3000,75,97,167
1.8475,0.2248,38.4600,75,97,171
1.8377,0.2199,38.5200,75,97,174
1.8719,0.2346,38.3600,75,97,177
1.8475,0.2248,38.4600,75,97,180
1.8426,0.2102,38.5200,75,97,183
1.8622,0.2346,38.4600,75,97,186
1.8377,0.2248,38.5800,75,97,189
1.8573,0.2248,38.3600,75,97,192
1.8231,0.2248,38.5500,75,97,195
1.8182,0.2102,38.5200,75,97,198
1.8768,0.2297,38.3300,75,97,201
1.8328,0.2248,38.4600,75,97,204
1.8328,0.2395,38.4600,75,97,208
1.8524,0.2346,38.4000,75,97,211
1.8377,0.2248,38.5200,75,97,215
1.8671,0.2297,38.4000,75,97,218
1.8475,0.2297,38.5200,75,97,221
1.8475,0.2297,38.5200,75,97,224
1.8964,0.2444,38.2400,75,97,227
1.8328,0.2248,38.4600,75,97,230
1.8231,0.2248,38.5200,75,97,233
1.8475,0.2346,38.4000,75,97,236
1.8182,0.2248,37.7400,75,97,239
1.8328,0.2248,38.3600,75,97,242
1.8084,0.2590,38.4900,75,97,245
1.8084,0.2346,38.4900,75,97,248
1.8524,0.2346,38.2100,75,97,251
1.8084,0.2248,38.5500,75,97,254
1.8231,0.2248,38.5800,75,97,258
1.8622,0.2395,38.4000,75,97,261
1.8524,0.2248,38.4900,75,97,264
1.8719,0.2248,38.4000,75,97,267
1.8622,0.2248,38.4900,75,97,270
1.8475,0.2248,38.5200,75,97,273
1.8866,0.2346,38.2400,75,97,276
1.8280,0.2248,38.6500,75,97,279
1.8231,0.2688,38.5200,75,97,282
1.8377,0.2346,38.3300,75,97,285
1.8035,0.2248,38.4900,75,97,288
1.7889,0.2199,38.4300,75,97,291
1.7840,0.2297,38.4600,75,97,294
1.7791,0.2248,38.5200,75,97,297
1.8133,0.2199,38.3300,75,97,301
1.7986,0.2248,38.5200,75,97,304
1.8084,0.2248,38.5500,75,97,307
1.8524,0.2346,38.2100,75,97,310
1.8377,0.2102,38.4900,75,97,313
1.8524,0.2151,38.4900,75,97,316
1.8817,0.2297,38.5500,75,97,319
1.8915,0.2248,38.5200,75,97,322
1.9355,0.2493,38.3600,75,97,326
1.9208,0.2248,38.5200,75,97,329
1.9306,0.2248,38.6200,75,97,332
1.9892,0.2346,38.3000,75,97,335
1.9648,0.2102,38.4600,75,97,338
1.9599,0.2199,38.5200,75,97,342
1.9746,0.2297,38.4900,75,97,345
1.9599,0.2199,38.5200,75,97,348
1.9697,0.2346,38.4300,75,97,351
1.9062,0.2248,38.5800,75,97,354
1.8768,0.2248,38.5200,75,97,357
1.9159,0.2493,38.2400,75,97,360
1.8524,0.2248,38.4600,75,97,363
1.8377,0.2199,38.5200,75,97,366
1.8377,0.2590,38.4600,75,97,369
1.8133,0.2199,38.5500,75,97,372
1.8280,0.2297,38.3600,75,97,375
1.8035,0.2248,38.4900,75,97,378
1.8035,0.2493,38.5200,75,97,381
1.8964,0.2346,38.2100,75,97,385
1.8328,0.2297,38.4600,75,97,388
1.8377,0.2248,38.5200,75,97,391
1.8377,0.2248,38.4300,75,97,394
1.8133,0.2248,38.5200,75,97,397
1.7889,0.2248,38.4300,75,97,400
1.7546,0.2248,38.5200,75,97,403
1.7449,0.2248,38.5500,75,97,406
1.7986,0.2346,38.2400,75,97,409
1.7546,0.2248,38.4300,75,97,412
1.7546,0.2248,38.5200,75,97,415
1.7791,0.2297,38.3600,75,97,418
1.7693,0.2297,38.4900,75,97,421
1.7644,0.2248,38.4300,75,97,424
1.7546,0.2297,38.4600,75,97,428
1.7693,0.2248,38.6200,75,97,431
1.8182,0.2346,38.2700,75,97,435
1.8280,0.2151,38.4900,75,97,438
1.8133,0.2248,38.5200,75,97,441
1.8426,0.2297,38.4600,75,97,444
