ecg,gsr,temp,hr,spo2,timest
1.8377,0.1857,40.2600,60,97,350571
1.8280,0.1857,40.3300,60,97,350574
1.8182,0.1857,40.3300,60,97,350577
1.8817,0.2004,40.0300,60,97,350581
1.8524,0.1906,40.3000,60,97,350584
1.8671,0.1808,40.2300,60,97,350587
1.8768,0.1857,40.2300,60,97,350592
1.8817,0.1857,40.2600,60,97,350595
1.9208,0.1906,40.1600,60,97,350598
1.8915,0.1857,40.2000,60,97,350602
1.8915,0.1808,40.1600,60,97,350605
1.8719,0.1857,40.4000,60,97,350608
1.8719,0.1760,40.3600,60,97,350611
1.9159,0.1906,40.1600,60,97,350615
1.9208,0.1857,40.1300,60,97,350619
1.8817,0.1808,40.2600,60,97,350623
1.9159,0.1955,40.0600,60,97,350626
1.9013,0.1857,40.1600,60,97,350629
1.8866,0.2004,40.2600,60,97,350633
1.8964,0.1857,40.2300,60,97,350637
1.8866,0.1808,40.4000,60,97,350640
1.9355,0.1955,40.0300,60,97,350644
1.8915,0.1857,40.2000,60,97,350647
1.8915,0.1906,40.3000,60,97,350650
1.9306,0.1808,40.2300,60,97,350654
1.8866,0.1857,40.1600,60,97,350657
1.9257,0.2004,40.1300,60,97,350660
1.8622,0.1906,40.2000,60,97,350663
1.8328,0.1857,40.1600,60,97,350667
1.8377,0.1857,40.2300,60,97,350670
1.8328,0.1808,40.2600,60,97,350673
1.8719,0.1955,40.0600,60,97,350678
1.8524,0.1955,40.3000,60,97,350681
1.8719,0.1857,40.2300,60,97,350684
1.8671,0.1857,40.2600,60,97,350688
1.8719,0.2004,40.2600,60,97,350691
1.8964,0.1906,40.1300,60,97,350694
1.8671,0.1857,40.2300,60,97,350698
1.9013,0.2004,40.1600,60,97,350701
1.8524,0.1808,40.3300,60,97,350704
1.8475,0.1955,40.2600,60,97,350707
1.8671,0.1857,40.2300,60,97,350711
1.8622,0.1857,40.2600,60,97,350714
1.9110,0.1857,40.1300,60,97,350717
1.8475,0.1857,40.4300,60,97,350722
1.8377,0.1857,40.2300,60,97,350725
1.8426,0.1906,40.1000,60,97,350728
1.8231,0.1857,40.2300,60,97,350732
1.8671,0.1906,40.0000,60,97,350735
1.8524,0.1808,40.1600,60,97,350738
1.8377,0.1857,40.2600,60,97,350742
1.8573,0.1857,40.2300,60,97,350745
1.8377,0.1857,40.2600,60,97,350748
1.8915,0.1955,39.9600,60,97,350751
