ecg,gsr,temp,hr,spo2,timest
1.8280,0.2786,38.5200,71,95,258499
1.8573,0.2981,38.4300,71,95,258502
1.8231,0.2835,38.4900,71,95,258505
1.8426,0.2835,38.3600,71,95,258508
1.8231,0.2835,38.5500,71,95,258512
1.8280,0.2786,38.2400,71,95,258515
1.8573,0.2884,38.3600,71,95,258519
1.8328,0.2884,38.4900,71,95,258523
1.8524,0.2884,38.4300,71,95,258526
1.8231,0.2786,38.5200,71,95,258529
1.8231,0.2884,38.5200,71,95,258533
1.8475,0.2884,38.4600,71,95,258536
1.8426,0.2835,38.5500,71,95,258539
1.8768,0.2884,38.2700,71,95,258543
1.8524,0.2835,38.4600,71,95,258546
1.8377,0.2786,38.5200,71,95,258549
1.8524,0.2884,38.4000,71,95,258553
1.8328,0.2835,38.5200,71,95,258556
1.8866,0.2884,38.2700,71,95,258560
1.8426,0.2737,38.4600,71,95,258563
1.8328,0.2786,38.5500,71,95,258567
1.8426,0.2884,38.4900,71,95,258570
1.8377,0.2835,38.5200,71,95,258573
1.8866,0.3030,38.3000,71,95,258577
1.8573,0.2884,38.4600,71,95,258580
1.8573,0.2933,38.4600,71,95,258583
1.8671,0.2835,38.4900,71,95,258587
1.8866,0.2737,38.5500,71,95,258590
1.9355,0.2933,38.3600,71,95,258593
1.9013,0.2835,38.4900,71,95,258597
1.9306,0.2835,38.4000,71,95,258600
1.9257,0.2835,38.5200,71,95,258604
1.9355,0.2835,38.5200,71,95,258607
1.9892,0.2884,38.3300,71,95,258611
1.9844,0.2933,38.4900,71,95,258614
2.0186,0.2884,38.4000,71,95,258617
1.9844,0.2835,38.5200,71,95,258621
1.9648,0.2786,38.5200,71,95,258624
1.9501,0.2835,38.4000,71,95,258627
1.9257,0.2933,38.5200,71,95,258631
1.9355,0.2835,38.3300,71,95,258634
1.9110,0.2786,38.5200,71,95,258637
1.8719,0.2786,38.5500,71,95,258641
1.8671,0.3128,38.4300,71,95,258644
1.8328,0.2786,38.5200,71,95,258648
1.8622,0.2884,38.2400,71,95,258651
1.8377,0.2688,38.4300,71,95,258655
1.8133,0.2786,38.5500,71,95,258658
1.8231,0.2786,38.4600,71,95,258661
1.8133,0.2786,38.4600,71,95,258665
1.8719,0.2933,38.2100,71,95,258668
